index,model,temperature,history_range,predict_date,prediction,actual_value,prev_actual_value
RUT,gpt-3.5-turbo,0.5,30,2024-12-17,2369.37,2334.080078125,2361.989990234375
RUT,gpt-3.5-turbo,1.0,7,2024-12-17,2340.72,2334.080078125,2361.989990234375
RUT,gpt-3.5-turbo,1.0,30,2024-12-17,2387.49,2334.080078125,2361.989990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2024-12-17,6063.42,6050.60986328125,6074.080078125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2024-12-17,6065.23,6050.60986328125,6074.080078125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2024-12-17,6063.42,6050.60986328125,6074.080078125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2024-12-17,6065.23,6050.60986328125,6074.080078125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2024-12-17,6063.42,6050.60986328125,6074.080078125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2024-12-17,6065.23,6050.60986328125,6074.080078125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2024-12-17,2370.0,2334.080078125,2361.989990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2024-12-17,2385.23,2334.080078125,2361.989990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2024-12-17,2365.34,2334.080078125,2361.989990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2024-12-17,2385.26,2334.080078125,2361.989990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2024-12-17,2365.33,2334.080078125,2361.989990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2024-12-17,2390.12,2334.080078125,2361.989990234375
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-02-14,3383.78,3380.159912109375,3373.93994140625
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-02-14,3379.57,3380.159912109375,3373.93994140625
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-02-14,3380.48,3380.159912109375,3373.93994140625
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-02-14,500.0,3380.159912109375,3373.93994140625
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-02-14,3383.77,3380.159912109375,3373.93994140625
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-02-14,3385.6,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-02-14,3382.14,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-02-14,3364.23,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-02-14,3382.14,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-02-14,3370.12,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-02-14,3382.14,3380.159912109375,3373.93994140625
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-02-14,3364.23,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,0.0,7,2020-02-14,3385.62,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,0.0,30,2020-02-14,500.0,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,0.5,7,2020-02-14,3387.23,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,0.5,30,2020-02-14,3350.28,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,1.0,7,2020-02-14,3370.16,3380.159912109375,3373.93994140625
GSPC,gpt-3.5-turbo,1.0,30,2020-02-14,3363.17,3380.159912109375,3373.93994140625
RUT,gemini/gemini-2.5-flash,0.0,7,2020-02-14,1705.71,1687.5799560546875,1693.739990234375
RUT,gemini/gemini-2.5-flash,0.0,30,2020-02-14,1705.71,1687.5799560546875,1693.739990234375
RUT,gemini/gemini-2.5-flash,0.5,7,2020-02-14,1702.43,1687.5799560546875,1693.739990234375
RUT,gemini/gemini-2.5-flash,0.5,30,2020-02-14,1702.98,1687.5799560546875,1693.739990234375
RUT,gemini/gemini-2.5-flash,1.0,7,2020-02-14,1702.98,1687.5799560546875,1693.739990234375
RUT,gemini/gemini-2.5-flash,1.0,30,2020-02-14,1703.34,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-02-14,1698.1,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-02-14,1700.12,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-02-14,1698.1,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-02-14,1690.23,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-02-14,1700.12,1687.5799560546875,1693.739990234375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-02-14,1700.12,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,0.0,7,2020-02-14,1702.1,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,0.0,30,2020-02-14,1685.9,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,0.5,7,2020-02-14,1702.09,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,0.5,30,2020-02-14,1688.92,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,1.0,7,2020-02-14,2000.0,1687.5799560546875,1693.739990234375
RUT,gpt-3.5-turbo,1.0,30,2020-02-14,1685.01,1687.5799560546875,1693.739990234375
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-03-20,2330.42,2304.919921875,2409.389892578125
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-03-20,2285.68,2304.919921875,2409.389892578125
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-03-20,2330.42,2304.919921875,2409.389892578125
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-03-20,500.0,2304.919921875,2409.389892578125
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-03-20,2330.42,2304.919921875,2409.389892578125
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-03-20,2278.3,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-03-20,2460.12,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-03-20,2529.19,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-03-20,2498.56,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-03-20,2525.12,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-03-20,2498.56,2304.919921875,2409.389892578125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-03-20,2534.12,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,0.0,7,2020-03-20,500.0,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,0.0,30,2020-03-20,2390.57,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,0.5,7,2020-03-20,500.0,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,0.5,30,2020-03-20,2390.04,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,1.0,7,2020-03-20,500.0,2304.919921875,2409.389892578125
GSPC,gpt-3.5-turbo,1.0,30,2020-03-20,2300.97,2304.919921875,2409.389892578125
RUT,gemini/gemini-2.5-flash,0.0,7,2020-03-20,927.0,1013.8900146484376,1058.75
RUT,gemini/gemini-2.5-flash,0.0,30,2020-03-20,926.99,1013.8900146484376,1058.75
RUT,gemini/gemini-2.5-flash,0.5,7,2020-03-20,2020.0,1013.8900146484376,1058.75
RUT,gemini/gemini-2.5-flash,0.5,30,2020-03-20,1024.955,1013.8900146484376,1058.75
RUT,gemini/gemini-2.5-flash,1.0,7,2020-03-20,1264.3,1013.8900146484376,1058.75
RUT,gemini/gemini-2.5-flash,1.0,30,2020-03-20,1019.55,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-03-20,1082.14,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-03-20,1058.74,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-03-20,1082.14,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-03-20,1000.0,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-03-20,1082.14,1013.8900146484376,1058.75
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-03-20,1058.75,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,0.0,7,2020-03-20,2000.0,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,0.0,30,2020-03-20,1165.82,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,0.5,7,2020-03-20,2000.0,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,0.5,30,2020-03-20,1100.25,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,1.0,7,2020-03-20,1020.84,1013.8900146484376,1058.75
RUT,gpt-3.5-turbo,1.0,30,2020-03-20,1164.25,1013.8900146484376,1058.75
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-04-27,2842.94,2878.47998046875,2836.739990234375
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-04-27,2870.13,2878.47998046875,2836.739990234375
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-04-27,2866.17,2878.47998046875,2836.739990234375
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-04-27,2842.75,2878.47998046875,2836.739990234375
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-04-27,2870.13,2878.47998046875,2836.739990234375
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-04-27,2862.8,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-04-27,2812.31,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-04-27,2850.12,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-04-27,2812.31,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-04-27,2850.12,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-04-27,2815.21,2878.47998046875,2836.739990234375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-04-27,2850.12,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,0.0,7,2020-04-27,2855.42,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,0.0,30,2020-04-27,2830.42,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,0.5,7,2020-04-27,500.0,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,0.5,30,2020-04-27,500.0,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,1.0,7,2020-04-27,500.0,2878.47998046875,2836.739990234375
GSPC,gpt-3.5-turbo,1.0,30,2020-04-27,500.0,2878.47998046875,2836.739990234375
RUT,gemini/gemini-2.5-flash,0.0,7,2020-04-27,1249.4,1281.8800048828125,1233.050048828125
RUT,gemini/gemini-2.5-flash,0.0,30,2020-04-27,1232.19,1281.8800048828125,1233.050048828125
RUT,gemini/gemini-2.5-flash,0.5,7,2020-04-27,1249.04,1281.8800048828125,1233.050048828125
RUT,gemini/gemini-2.5-flash,0.5,30,2020-04-27,1247.74,1281.8800048828125,1233.050048828125
RUT,gemini/gemini-2.5-flash,1.0,7,2020-04-27,1248.82,1281.8800048828125,1233.050048828125
RUT,gemini/gemini-2.5-flash,1.0,30,2020-04-27,1249.04,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-04-27,1220.12,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-04-27,1208.12,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-04-27,1220.12,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-04-27,1220.13,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-04-27,1220.12,1281.8800048828125,1233.050048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-04-27,1220.13,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,0.0,7,2020-04-27,2000.0,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,0.0,30,2020-04-27,1205.78,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,0.5,7,2020-04-27,2000.0,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,0.5,30,2020-04-27,2000.0,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,1.0,7,2020-04-27,2000.0,1281.8800048828125,1233.050048828125
RUT,gpt-3.5-turbo,1.0,30,2020-04-27,1206.78,1281.8800048828125,1233.050048828125
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-06-01,3076.18,3055.72998046875,3044.31005859375
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-06-01,3065.26,3055.72998046875,3044.31005859375
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-06-01,3056.43,3055.72998046875,3044.31005859375
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-06-01,3064.79,3055.72998046875,3044.31005859375
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-06-01,3061.82,3055.72998046875,3044.31005859375
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-06-01,3081.14,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-06-01,3055.29,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-06-01,3050.23,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-06-01,3050.25,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-06-01,3050.23,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-06-01,3050.28,3055.72998046875,3044.31005859375
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-06-01,3050.0,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,0.0,7,2020-06-01,3065.89,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,0.0,30,2020-06-01,3065.88,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,0.5,7,2020-06-01,3063.92,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,0.5,30,2020-06-01,3058.75,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,1.0,7,2020-06-01,3068.49,3055.72998046875,3044.31005859375
GSPC,gpt-3.5-turbo,1.0,30,2020-06-01,2991.77,3055.72998046875,3044.31005859375
RUT,gemini/gemini-2.5-flash,0.0,7,2020-06-01,1397.36,1405.3699951171875,1394.0400390625
RUT,gemini/gemini-2.5-flash,0.0,30,2020-06-01,1395.93,1405.3699951171875,1394.0400390625
RUT,gemini/gemini-2.5-flash,0.5,7,2020-06-01,1397.36,1405.3699951171875,1394.0400390625
RUT,gemini/gemini-2.5-flash,0.5,30,2020-06-01,1403.34,1405.3699951171875,1394.0400390625
RUT,gemini/gemini-2.5-flash,1.0,7,2020-06-01,1392.81,1405.3699951171875,1394.0400390625
RUT,gemini/gemini-2.5-flash,1.0,30,2020-06-01,1396.64,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-06-01,1402.51,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-06-01,1385.23,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-06-01,1398.21,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-06-01,1398.75,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-06-01,1402.51,1405.3699951171875,1394.0400390625
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-06-01,1382.15,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,0.0,7,2020-06-01,1442.82,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,0.0,30,2020-06-01,1378.21,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,0.5,7,2020-06-01,1445.82,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,0.5,30,2020-06-01,1372.48,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,1.0,7,2020-06-01,1417.34,1405.3699951171875,1394.0400390625
RUT,gpt-3.5-turbo,1.0,30,2020-06-01,1378.12,1405.3699951171875,1394.0400390625
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-07-07,3213.85,3145.320068359375,3179.719970703125
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-07-07,3200.63,3145.320068359375,3179.719970703125
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-07-07,3209.6,3145.320068359375,3179.719970703125
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-07-07,3200.63,3145.320068359375,3179.719970703125
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-07-07,3206.7,3145.320068359375,3179.719970703125
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-07-07,3211.34,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-07-07,3194.87,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-07-07,3185.23,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-07-07,3194.87,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-07-07,3185.23,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-07-07,3194.87,3145.320068359375,3179.719970703125
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-07-07,3185.28,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,0.0,7,2020-07-07,500.0,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,0.0,30,2020-07-07,500.0,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,0.5,7,2020-07-07,500.0,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,0.5,30,2020-07-07,3185.62,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,1.0,7,2020-07-07,3185.19,3145.320068359375,3179.719970703125
GSPC,gpt-3.5-turbo,1.0,30,2020-07-07,3202.64,3145.320068359375,3179.719970703125
RUT,gemini/gemini-2.5-flash,0.0,7,2020-07-07,1450.67,1416.0,1442.8800048828125
RUT,gemini/gemini-2.5-flash,0.0,30,2020-07-07,1451.87,1416.0,1442.8800048828125
RUT,gemini/gemini-2.5-flash,0.5,7,2020-07-07,1450.67,1416.0,1442.8800048828125
RUT,gemini/gemini-2.5-flash,0.5,30,2020-07-07,1443.08,1416.0,1442.8800048828125
RUT,gemini/gemini-2.5-flash,1.0,7,2020-07-07,1450.67,1416.0,1442.8800048828125
RUT,gemini/gemini-2.5-flash,1.0,30,2020-07-07,1449.32,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-07-07,1435.12,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-07-07,1435.12,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-07-07,1435.15,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-07-07,1435.62,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-07-07,1438.25,1416.0,1442.8800048828125
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-07-07,1435.62,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,0.0,7,2020-07-07,1452.42,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,0.0,30,2020-07-07,1446.72,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,0.5,7,2020-07-07,1446.2,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,0.5,30,2020-07-07,1452.09,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,1.0,7,2020-07-07,1448.76,1416.0,1442.8800048828125
RUT,gpt-3.5-turbo,1.0,30,2020-07-07,1408.75,1416.0,1442.8800048828125
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-08-10,3359.01,3360.469970703125,3351.280029296875
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-08-10,3367.31,3360.469970703125,3351.280029296875
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-08-10,3378.73,3360.469970703125,3351.280029296875
GSPC,gemini/gemini-2.5-flash,0.5,30,2020-08-10,3368.73,3360.469970703125,3351.280029296875
GSPC,gemini/gemini-2.5-flash,1.0,7,2020-08-10,3366.2,3360.469970703125,3351.280029296875
GSPC,gemini/gemini-2.5-flash,1.0,30,2020-08-10,3371.33,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-08-10,3363.39,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-08-10,3362.35,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-08-10,3363.17,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-08-10,3362.03,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-08-10,3363.39,3360.469970703125,3351.280029296875
GSPC,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-08-10,3362.35,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,0.0,7,2020-08-10,3372.45,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,0.0,30,2020-08-10,3365.42,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,0.5,7,2020-08-10,3372.45,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,0.5,30,2020-08-10,3360.72,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,1.0,7,2020-08-10,3372.94,3360.469970703125,3351.280029296875
GSPC,gpt-3.5-turbo,1.0,30,2020-08-10,3343.98,3360.469970703125,3351.280029296875
RUT,gemini/gemini-2.5-flash,0.0,7,2020-08-10,1585.76,1584.6700439453125,1569.1800537109375
RUT,gemini/gemini-2.5-flash,0.0,30,2020-08-10,1582.46,1584.6700439453125,1569.1800537109375
RUT,gemini/gemini-2.5-flash,0.5,7,2020-08-10,1578.52,1584.6700439453125,1569.1800537109375
RUT,gemini/gemini-2.5-flash,0.5,30,2020-08-10,1582.46,1584.6700439453125,1569.1800537109375
RUT,gemini/gemini-2.5-flash,1.0,7,2020-08-10,1581.53,1584.6700439453125,1569.1800537109375
RUT,gemini/gemini-2.5-flash,1.0,30,2020-08-10,1582.46,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,7,2020-08-10,1570.35,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.0,30,2020-08-10,1558.32,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,7,2020-08-10,1570.35,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,0.5,30,2020-08-10,1558.31,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,7,2020-08-10,1571.55,1584.6700439453125,1569.1800537109375
RUT,bedrock/us.amazon.nova-lite-v1:0,1.0,30,2020-08-10,1558.32,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,0.0,7,2020-08-10,2000.0,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,0.0,30,2020-08-10,1558.73,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,0.5,7,2020-08-10,1573.65,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,0.5,30,2020-08-10,1550.42,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,1.0,7,2020-08-10,2000.0,1584.6700439453125,1569.1800537109375
RUT,gpt-3.5-turbo,1.0,30,2020-08-10,1542.7,1584.6700439453125,1569.1800537109375
GSPC,gemini/gemini-2.5-flash,0.0,7,2020-09-15,3405.72,3401.199951171875,3383.5400390625
GSPC,gemini/gemini-2.5-flash,0.0,30,2020-09-15,3386.61,3401.199951171875,3383.5400390625
GSPC,gemini/gemini-2.5-flash,0.5,7,2020-09-15,3389.99,3401.199951171875,3383.5400390625
